Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Label
-79.47,43.78,TORONTO NORTH YORK,615S001,01-01-2022,2022,1,1,4.00,1.00,2.50,15.50,0.00,0.00,3.00,3.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,02-01-2022,2022,1,2,-6.00,-8.00,-7.00,25.00,0.00,0.00,1.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,03-01-2022,2022,1,3,-4.00,-16.50,-10.25,28.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,04-01-2022,2022,1,4,4.00,-10.00,-3.00,21.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,05-01-2022,2022,1,5,3.50,-3.50,0.00,18.00,0.00,1.20,0.00,1.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,06-01-2022,2022,1,6,-3.00,-7.50,-5.25,23.30,0.00,0.00,0.20,0.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,07-01-2022,2022,1,7,-7.00,-13.00,-10.00,28.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,08-01-2022,2022,1,8,2.50,-16.00,-6.75,24.80,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,09-01-2022,2022,1,9,3.50,-4.50,-0.50,18.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,10-01-2022,2022,1,10,-9.00,-10.00,-9.50,27.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,11-01-2022,2022,1,11,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,12-01-2022,2022,1,12,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,13-01-2022,2022,1,13,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,14-01-2022,2022,1,14,-7.50,-12.50,-10.00,28.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,15-01-2022,2022,1,15,-12.50,-22.00,-17.25,35.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,16-01-2022,2022,1,16,-3.00,-18.50,-10.75,28.80,0.00,0.00,31.00,31.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,17-01-2022,2022,1,17,-3.50,-6.00,-4.75,22.80,0.00,0.00,14.40,14.40,1
-79.47,43.78,TORONTO NORTH YORK,615S001,18-01-2022,2022,1,18,3.00,-12.00,-4.50,22.50,0.00,0.00,1.20,1.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,19-01-2022,2022,1,19,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,20-01-2022,2022,1,20,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,21-01-2022,2022,1,21,-8.00,-26.00,-17.00,35.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,22-01-2022,2022,1,22,-4.50,-21.50,-13.00,31.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,23-01-2022,2022,1,23,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,24-01-2022,2022,1,24,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,25-01-2022,2022,1,25,-7.00,-12.00,-9.50,27.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,26-01-2022,2022,1,26,-8.00,-19.50,-13.75,31.80,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,27-01-2022,2022,1,27,-4.00,-16.50,-10.25,28.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,28-01-2022,2022,1,28,-11.00,-18.50,-14.75,32.80,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,29-01-2022,2022,1,29,-10.00,-22.00,-16.00,34.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,30-01-2022,2022,1,30,-4.50,-20.50,-12.50,30.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,31-01-2022,2022,1,31,0.00,-7.00,-3.50,21.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,01-02-2022,2022,2,1,4.50,-12.50,-4.00,22.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,02-02-2022,2022,2,2,4.00,-1.00,1.50,16.50,0.00,4.20,5.00,9.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,03-02-2022,2022,2,3,-5.50,-9.00,-7.25,25.30,0.00,0.00,3.00,3.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,04-02-2022,2022,2,4,-9.00,-14.00,-11.50,29.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,05-02-2022,2022,2,5,-5.50,-16.00,-10.75,28.80,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,06-02-2022,2022,2,6,1.00,-15.50,-7.25,25.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,07-02-2022,2022,2,7,4.00,-4.00,0.00,18.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,08-02-2022,2022,2,8,-0.50,-4.00,-2.25,20.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,09-02-2022,2022,2,9,7.00,-10.00,-1.50,19.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,10-02-2022,2022,2,10,2.00,0.00,1.00,17.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,11-02-2022,2022,2,11,3.50,-2.00,0.75,17.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,12-02-2022,2022,2,12,-5.00,-8.50,-6.75,24.80,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,13-02-2022,2022,2,13,-8.50,-18.00,-13.25,31.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,14-02-2022,2022,2,14,-8.00,-18.00,-13.00,31.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,15-02-2022,2022,2,15,-1.00,-13.00,-7.00,25.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,16-02-2022,2022,2,16,10.50,-6.50,2.00,16.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,17-02-2022,2022,2,17,5.50,-0.50,2.50,15.50,0.00,3.60,16.40,20.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,18-02-2022,2022,2,18,-5.50,-13.00,-9.25,27.30,0.00,0.00,2.00,2.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,19-02-2022,2022,2,19,-5.50,-9.00,-7.25,25.30,0.00,0.00,1.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,20-02-2022,2022,2,20,7.00,-11.50,-2.25,20.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,21-02-2022,2022,2,21,6.00,-0.50,2.75,15.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,22-02-2022,2022,2,22,9.00,-2.00,3.50,14.50,0.00,5.80,0.00,5.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,23-02-2022,2022,2,23,-3.50,-8.00,-5.75,23.80,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,24-02-2022,2022,2,24,-5.00,-13.00,-9.00,27.00,0.00,0.00,1.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,25-02-2022,2022,2,25,-5.50,-11.00,-8.25,26.30,0.00,0.00,1.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,26-02-2022,2022,2,26,-1.50,-15.50,-8.50,26.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,27-02-2022,2022,2,27,1.50,-5.50,-2.00,20.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,28-02-2022,2022,2,28,-1.50,-16.00,-8.75,26.80,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,01-03-2022,2022,3,1,5.00,-7.50,-1.25,19.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,02-03-2022,2022,3,2,2.50,-4.50,-1.00,19.00,0.00,0.00,0.20,0.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,03-03-2022,2022,3,3,-4.50,-11.00,-7.75,25.80,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,04-03-2022,2022,3,4,1.00,-11.50,-5.25,23.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,05-03-2022,2022,3,5,9.50,-6.00,1.75,16.20,0.00,1.60,0.00,1.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,06-03-2022,2022,3,6,15.50,-0.50,7.50,10.50,0.00,2.20,0.00,2.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,07-03-2022,2022,3,7,1.50,-0.50,0.50,17.50,0.00,2.80,1.40,4.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,08-03-2022,2022,3,8,2.50,-4.00,-0.75,18.80,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,09-03-2022,2022,3,9,5.50,-5.00,0.25,17.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,10-03-2022,2022,3,10,4.50,-3.00,0.75,17.20,0.00,0.00,1.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,11-03-2022,2022,3,11,-0.50,-4.00,-2.25,20.30,0.00,0.00,3.00,3.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,12-03-2022,2022,3,12,-4.00,-7.50,-5.75,23.80,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,13-03-2022,2022,3,13,0.00,-10.50,-5.25,23.30,0.00,0.00,1.20,1.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,14-03-2022,2022,3,14,7.00,-8.00,-0.50,18.50,0.00,0.00,1.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,15-03-2022,2022,3,15,2.00,0.00,1.00,17.00,0.00,0.00,3.80,3.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,16-03-2022,2022,3,16,6.50,-0.50,3.00,15.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,17-03-2022,2022,3,17,18.50,-0.50,9.00,9.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,18-03-2022,2022,3,18,14.00,5.00,9.50,8.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,19-03-2022,2022,3,19,9.00,5.00,7.00,11.00,0.00,9.60,0.00,9.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,20-03-2022,2022,3,20,12.00,1.50,6.75,11.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,21-03-2022,2022,3,21,13.50,-1.00,6.25,11.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,22-03-2022,2022,3,22,8.00,-4.50,1.75,16.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,23-03-2022,2022,3,23,5.50,0.50,3.00,15.00,0.00,18.80,0.00,18.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,24-03-2022,2022,3,24,11.00,0.50,5.75,12.20,0.00,0.40,0.00,0.40,1
-79.47,43.78,TORONTO NORTH YORK,615S001,25-03-2022,2022,3,25,6.00,2.00,4.00,14.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,26-03-2022,2022,3,26,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,27-03-2022,2022,3,27,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,28-03-2022,2022,3,28,-5.00,-11.50,-8.25,26.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,29-03-2022,2022,3,29,2.50,-8.50,-3.00,21.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,30-03-2022,2022,3,30,13.00,-6.00,3.50,14.50,0.00,2.60,1.00,3.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,31-03-2022,2022,3,31,18.00,0.00,9.00,9.00,0.00,0.20,1.00,1.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,01-04-2022,2022,4,1,3.00,0.00,1.50,16.50,0.00,1.00,0.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,02-04-2022,2022,4,2,7.00,-5.50,0.75,17.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,03-04-2022,2022,4,3,6.50,0.00,3.25,14.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,04-04-2022,2022,4,4,8.00,-3.00,2.50,15.50,0.00,0.60,0.00,0.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,05-04-2022,2022,4,5,12.00,3.00,7.50,10.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,06-04-2022,2022,4,6,12.50,6.50,9.50,8.50,0.00,8.00,0.00,8.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,07-04-2022,2022,4,7,15.50,5.50,10.50,7.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,08-04-2022,2022,4,8,10.50,0.50,5.50,12.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,09-04-2022,2022,4,9,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,10-04-2022,2022,4,10,9.00,0.00,4.50,13.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,11-04-2022,2022,4,11,11.50,-2.00,4.75,13.20,0.00,0.20,0.00,0.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,12-04-2022,2022,4,12,17.00,4.50,10.75,7.20,0.00,0.20,0.00,0.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,13-04-2022,2022,4,13,20.00,7.50,13.75,4.20,0.00,4.00,0.00,4.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,14-04-2022,2022,4,14,14.00,8.00,11.00,7.00,0.00,0.20,0.00,0.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,15-04-2022,2022,4,15,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,16-04-2022,2022,4,16,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,17-04-2022,2022,4,17,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,18-04-2022,2022,4,18,7.00,-3.00,2.00,16.00,0.00,6.60,5.00,11.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,19-04-2022,2022,4,19,6.00,0.00,3.00,15.00,0.00,2.80,0.00,2.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,20-04-2022,2022,4,20,11.50,1.00,6.25,11.70,0.00,5.50,0.00,5.50,1
-79.47,43.78,TORONTO NORTH YORK,615S001,21-04-2022,2022,4,21,16.00,3.50,9.75,8.20,0.00,1.00,0.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,22-04-2022,2022,4,22,19.00,3.00,11.00,7.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,23-04-2022,2022,4,23,12.00,2.00,7.00,11.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,24-04-2022,2022,4,24,17.00,6.50,11.75,6.20,0.00,0.50,0.00,0.50,1
-79.47,43.78,TORONTO NORTH YORK,615S001,25-04-2022,2022,4,25,20.50,10.50,15.50,2.50,0.00,9.80,0.00,9.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,26-04-2022,2022,4,26,10.00,1.50,5.75,12.20,0.00,1.00,0.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,27-04-2022,2022,4,27,4.50,-0.50,2.00,16.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,28-04-2022,2022,4,28,10.50,-2.00,4.25,13.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,29-04-2022,2022,4,29,15.50,-2.00,6.75,11.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,30-04-2022,2022,4,30,15.00,0.50,7.75,10.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,01-05-2022,2022,5,1,12.00,3.00,7.50,10.50,0.00,2.20,0.00,2.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,02-05-2022,2022,5,2,14.00,8.50,11.25,6.70,0.00,0.20,0.00,0.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,03-05-2022,2022,5,3,14.50,5.00,9.75,8.20,0.00,18.80,0.00,18.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,04-05-2022,2022,5,4,16.00,9.50,12.75,5.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,05-05-2022,2022,5,5,17.00,2.50,9.75,8.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,06-05-2022,2022,5,6,17.50,7.50,12.50,5.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,07-05-2022,2022,5,7,17.00,6.00,11.50,6.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,08-05-2022,2022,5,8,17.00,2.50,9.75,8.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,09-05-2022,2022,5,9,20.50,2.00,11.25,6.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,10-05-2022,2022,5,10,22.50,6.50,14.50,3.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,11-05-2022,2022,5,11,27.00,9.00,18.00,0.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,12-05-2022,2022,5,12,28.00,9.00,18.50,0.00,0.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,13-05-2022,2022,5,13,27.50,9.00,18.25,0.00,0.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,14-05-2022,2022,5,14,27.50,13.00,20.25,0.00,2.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,15-05-2022,2022,5,15,30.00,15.00,22.50,0.00,4.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,16-05-2022,2022,5,16,17.50,11.00,14.25,3.70,0.00,12.80,0.00,12.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,17-05-2022,2022,5,17,17.00,6.00,11.50,6.50,0.00,1.00,0.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,18-05-2022,2022,5,18,15.50,3.00,9.25,8.70,0.00,0.80,0.00,0.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,19-05-2022,2022,5,19,21.50,8.00,14.75,3.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,20-05-2022,2022,5,20,14.67,3.93,9.30,9.78,1.09,1.55,0.35,1.91,1
-79.47,43.78,TORONTO NORTH YORK,615S001,21-05-2022,2022,5,21,30.00,14.50,22.25,0.00,4.30,5.80,0.00,5.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,22-05-2022,2022,5,22,16.50,9.50,13.00,5.00,0.00,0.20,0.00,0.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,23-05-2022,2022,5,23,17.50,5.50,11.50,6.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,24-05-2022,2022,5,24,24.00,4.00,14.00,4.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,25-05-2022,2022,5,25,20.00,7.00,13.50,4.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,26-05-2022,2022,5,26,26.50,12.50,19.50,0.00,1.50,4.30,0.00,4.30,1
-79.47,43.78,TORONTO NORTH YORK,615S001,27-05-2022,2022,5,27,23.50,17.00,20.25,0.00,2.30,2.20,0.00,2.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,28-05-2022,2022,5,28,22.00,13.00,17.50,0.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,29-05-2022,2022,5,29,25.50,13.00,19.25,0.00,1.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,30-05-2022,2022,5,30,31.50,13.50,22.50,0.00,4.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,31-05-2022,2022,5,31,32.50,15.50,24.00,0.00,6.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,01-06-2022,2022,6,1,26.00,16.00,21.00,0.00,3.00,3.50,0.00,3.50,1
-79.47,43.78,TORONTO NORTH YORK,615S001,02-06-2022,2022,6,2,21.50,10.50,16.00,2.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,03-06-2022,2022,6,3,24.50,7.50,16.00,2.00,0.00,2.10,0.00,2.10,1
-79.47,43.78,TORONTO NORTH YORK,615S001,04-06-2022,2022,6,4,21.00,7.50,14.25,3.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,05-06-2022,2022,6,5,25.00,6.00,15.50,2.50,0.00,1.20,0.00,1.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,06-06-2022,2022,6,6,23.50,12.50,18.00,0.00,0.00,23.10,0.00,23.10,1
-79.47,43.78,TORONTO NORTH YORK,615S001,07-06-2022,2022,6,7,22.50,15.00,18.75,0.00,0.80,0.50,0.00,0.50,1
-79.47,43.78,TORONTO NORTH YORK,615S001,08-06-2022,2022,6,8,23.00,10.00,16.50,1.50,0.00,7.40,0.00,7.40,1
-79.47,43.78,TORONTO NORTH YORK,615S001,09-06-2022,2022,6,9,22.00,13.00,17.50,0.50,0.00,1.00,0.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,10-06-2022,2022,6,10,24.00,12.00,18.00,0.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,11-06-2022,2022,6,11,24.00,12.50,18.25,0.00,0.30,7.80,0.00,7.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,12-06-2022,2022,6,12,24.50,12.50,18.50,0.00,0.50,1.30,0.00,1.30,1
-79.47,43.78,TORONTO NORTH YORK,615S001,13-06-2022,2022,6,13,24.00,9.00,16.50,1.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,14-06-2022,2022,6,14,26.00,13.50,19.75,0.00,1.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,15-06-2022,2022,6,15,26.00,13.00,19.50,0.00,1.50,1.30,0.00,1.30,1
-79.47,43.78,TORONTO NORTH YORK,615S001,16-06-2022,2022,6,16,32.00,16.50,24.25,0.00,6.30,7.20,0.00,7.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,17-06-2022,2022,6,17,26.50,18.00,22.25,0.00,4.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,18-06-2022,2022,6,18,20.00,10.00,15.00,3.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,19-06-2022,2022,6,19,22.00,5.50,13.75,4.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,20-06-2022,2022,6,20,23.00,13.50,18.25,0.00,0.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,21-06-2022,2022,6,21,32.50,16.50,24.50,0.00,6.50,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,22-06-2022,2022,6,22,34.50,19.00,26.75,0.00,8.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,23-06-2022,2022,6,23,28.00,15.50,21.75,0.00,3.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,24-06-2022,2022,6,24,31.00,11.00,21.00,0.00,3.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,25-06-2022,2022,6,25,32.50,15.00,23.75,0.00,5.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,26-06-2022,2022,6,26,30.50,16.00,23.25,0.00,5.30,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,27-06-2022,2022,6,27,21.50,14.50,18.00,0.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,28-06-2022,2022,6,28,25.00,8.50,16.75,1.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,29-06-2022,2022,6,29,24.00,12.00,18.00,0.00,0.00,2.60,0.00,2.60,1
-79.47,43.78,TORONTO NORTH YORK,615S001,30-06-2022,2022,6,30,29.00,10.50,19.75,0.00,1.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,01-07-2022,2022,7,1,29.50,16.50,23.00,0.00,5.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,02-07-2022,2022,7,2,29.00,11.00,20.00,0.00,2.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,03-07-2022,2022,7,3,28.00,13.50,20.75,0.00,2.80,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,04-07-2022,2022,7,4,29.00,12.00,20.50,0.00,2.50,1.00,0.00,1.00,1
